CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churned,FirstPurchase,LastPurchase,AvgOrderValue,TotalItems,UniqueProducts,CustomerTenureDays
12935,2,15,4243.86,3,Loyal Customers,0,2010-04-11 15:59:00,2011-12-07 17:25:00,16.70811023622047,3201,113,605
12936,17,4,1063.9,0,Potential Loyalists,0,2011-09-22 13:51:00,2011-11-22 17:32:00,17.15967741935484,559,56,61
12937,15,9,3097.61,0,Potential Loyalists,0,2009-12-03 15:43:00,2011-11-24 15:05:00,14.274700460829493,1983,128,720
12938,26,1,114.14,0,Potential Loyalists,0,2011-11-14 11:21:00,2011-11-14 11:21:00,12.682222222222222,140,9,0
12939,64,20,25264.8,2,Champions,0,2010-01-12 11:27:00,2011-10-06 14:33:00,293.7767441860465,10328,24,632
12940,55,2,913.54,0,Potential Loyalists,0,2011-09-13 10:16:00,2011-10-16 12:09:00,9.227676767676767,411,87,33
12941,724,1,377.49,1,At Risk,1,2009-12-15 13:12:00,2009-12-15 13:12:00,13.981111111111112,381,27,0
12942,131,3,942.65,0,Potential Loyalists,0,2010-12-09 09:34:00,2011-07-31 14:39:00,10.358791208791208,272,68,234
12943,558,2,496.5,1,At Risk,1,2010-04-13 11:03:00,2010-05-30 13:52:00,19.86,222,22,47
12944,36,2,604.51,0,Potential Loyalists,0,2010-12-20 10:41:00,2011-11-04 11:04:00,20.150333333333332,289,29,319
12945,288,2,900.11,1,At Risk,1,2010-02-21 15:18:00,2011-02-24 14:15:00,17.64921568627451,446,47,367
12946,437,1,324.45,1,At Risk,1,2010-09-29 10:14:00,2010-09-29 10:14:00,16.2225,149,20,0
12947,144,6,1908.03,0,Potential Loyalists,0,2010-12-01 16:21:00,2011-07-19 10:06:00,16.737105263157893,1349,83,229
12948,16,9,2317.43,0,Potential Loyalists,0,2009-12-02 12:28:00,2011-11-23 17:10:00,18.53944,1304,89,721
12949,31,22,15526.7,2,Champions,0,2009-12-03 15:56:00,2011-11-09 11:25:00,21.715664335664336,8233,347,705
12950,2,3,1843.0,0,Potential Loyalists,0,2011-11-15 13:48:00,2011-12-07 13:17:00,80.1304347826087,1380,13,21
12951,9,15,3213.7200000000003,3,Loyal Customers,0,2010-01-10 12:43:00,2011-12-01 12:14:00,16.56556701030928,1662,110,689
12952,6,4,1387.79,0,Potential Loyalists,0,2011-09-22 16:37:00,2011-12-04 10:35:00,17.566962025316457,653,64,72
12953,10,2,828.8100000000001,0,Potential Loyalists,0,2010-07-05 13:37:00,2011-11-30 09:24:00,17.266875000000002,364,45,512
12954,639,1,162.45,1,At Risk,1,2010-03-11 10:16:00,2010-03-11 10:16:00,16.244999999999997,83,10,0
12955,1,11,4757.16,3,Loyal Customers,0,2011-03-17 09:03:00,2011-12-08 16:29:00,26.428666666666665,3664,81,266
12956,306,4,521.89,1,At Risk,1,2009-12-15 19:03:00,2011-02-06 16:08:00,12.425952380952381,340,42,417
12957,10,13,8706.97,3,Loyal Customers,0,2009-12-11 12:01:00,2011-11-30 09:53:00,17.769326530612243,4686,402,718
12958,400,2,539.49,1,At Risk,1,2010-05-05 16:22:00,2010-11-04 16:16:00,9.464736842105264,131,45,182
12959,484,1,150.95,1,At Risk,1,2010-08-12 17:20:00,2010-08-12 17:20:00,18.86875,109,8,0
12960,414,4,1322.07,1,At Risk,1,2010-02-16 13:32:00,2010-10-22 09:31:00,18.886714285714287,1379,49,247
12961,379,1,211.99,1,At Risk,1,2010-11-25 16:44:00,2010-11-25 16:44:00,5.29975,180,37,0
12962,7,2,266.39,0,Potential Loyalists,0,2011-08-18 13:38:00,2011-12-02 15:55:00,16.649375,129,15,106
12963,8,12,3601.59,3,Loyal Customers,0,2010-07-08 14:45:00,2011-12-01 12:55:00,18.955736842105264,1809,129,510
12964,437,1,132.24,1,At Risk,1,2010-09-28 17:47:00,2010-09-28 17:47:00,5.086153846153847,56,26,0
12965,89,1,771.91,0,Potential Loyalists,0,2011-09-11 15:31:00,2011-09-11 15:31:00,7.081743119266055,283,108,0
12966,10,1,160.18,0,Potential Loyalists,0,2011-11-30 12:38:00,2011-11-30 12:38:00,16.018,75,10,0
12967,358,3,4306.92,1,At Risk,1,2010-11-21 11:03:00,2010-12-16 19:10:00,53.8365,1272,47,25
12968,112,1,135.95,0,Potential Loyalists,0,2011-08-19 15:44:00,2011-08-19 15:44:00,27.189999999999998,73,5,0
12969,603,1,122.45,1,At Risk,1,2010-04-16 10:50:00,2010-04-16 10:50:00,24.490000000000002,55,5,0
12970,7,10,1524.97,0,Potential Loyalists,0,2009-12-04 14:19:00,2011-12-02 14:30:00,3.9816449086161882,1014,280,728
12971,4,46,15972.79,2,Champions,0,2009-12-15 19:04:00,2011-12-06 12:20:00,37.58303529411765,14587,102,720
12972,414,4,1161.2,1,At Risk,1,2010-02-16 14:30:00,2010-10-22 08:41:00,15.08051948051948,844,69,247
12973,414,1,385.55,1,At Risk,1,2010-10-22 10:14:00,2010-10-22 10:14:00,64.25833333333334,31,6,0
12974,198,2,408.95,0,Potential Loyalists,1,2010-05-23 11:45:00,2011-05-26 09:33:00,12.7796875,104,27,367
12975,437,6,2100.09,1,At Risk,1,2009-12-06 10:38:00,2010-09-29 09:46:00,18.750803571428573,911,92,296
12976,212,8,3156.38,0,Potential Loyalists,1,2010-02-12 15:46:00,2011-05-12 09:55:00,20.495974025974025,2684,106,453
12977,156,4,517.63,0,Potential Loyalists,0,2010-07-16 16:25:00,2011-07-06 16:40:00,8.773389830508474,131,54,355
12978,385,5,2502.82,1,At Risk,1,2009-12-10 12:10:00,2010-11-19 14:29:00,15.35472392638037,1394,126,344
12979,729,1,517.7,1,At Risk,1,2009-12-10 15:45:00,2009-12-10 15:45:00,9.244642857142859,520,56,0
12980,158,21,16245.78,2,Champions,0,2009-12-02 11:26:00,2011-07-05 09:34:00,312.4188461538462,1910,7,579
12981,30,2,372.22,0,Potential Loyalists,0,2011-07-29 14:14:00,2011-11-10 12:00:00,18.610999999999997,242,12,103
12982,243,8,2744.81,0,Potential Loyalists,1,2010-04-12 13:50:00,2011-04-11 11:51:00,15.420280898876404,1729,139,363
12983,598,1,490.08,1,At Risk,1,2010-04-20 12:58:00,2010-04-20 12:58:00,16.336,638,30,0
12984,19,1,97.5,0,Potential Loyalists,0,2011-11-21 12:37:00,2011-11-21 12:37:00,24.375,26,4,0
12985,1,2,1239.38,0,Potential Loyalists,0,2011-11-11 12:44:00,2011-12-09 10:46:00,16.30763157894737,1533,73,27
12986,429,10,2729.84,1,At Risk,1,2010-01-21 10:45:00,2010-10-07 11:57:00,26.763137254901963,1164,61,259
12987,74,5,1312.21,0,Potential Loyalists,0,2010-01-20 09:57:00,2011-09-27 12:03:00,19.881969696969698,585,61,615
12988,292,1,535.32,1,At Risk,1,2011-02-20 14:31:00,2011-02-20 14:31:00,5.818695652173914,136,75,0
12989,3,33,13551.75,2,Champions,0,2009-12-10 13:27:00,2011-12-06 15:28:00,139.70876288659792,6935,50,726
12990,31,7,955.5,0,Potential Loyalists,0,2010-03-30 11:36:00,2011-11-08 13:01:00,35.388888888888886,480,9,588
12991,23,3,764.82,0,Potential Loyalists,0,2010-11-15 13:43:00,2011-11-16 15:34:00,16.996000000000002,483,45,366
12992,725,1,93.35,1,At Risk,1,2009-12-14 16:46:00,2009-12-14 16:46:00,15.558333333333332,21,6,0
12993,23,8,1259.63,0,Potential Loyalists,0,2010-02-18 10:35:00,2011-11-16 15:49:00,16.574078947368424,751,57,636
12994,4,3,974.42,0,Potential Loyalists,0,2011-03-16 08:31:00,2011-12-05 15:43:00,15.974098360655738,459,52,264
12995,85,1,211.32,0,Potential Loyalists,0,2011-09-15 15:44:00,2011-09-15 15:44:00,70.44,108,3,0
12996,376,1,355.5,1,At Risk,1,2010-11-29 09:27:00,2010-11-29 09:27:00,16.15909090909091,122,22,0
12997,22,8,2110.91,0,Potential Loyalists,0,2010-04-06 11:06:00,2011-11-17 15:47:00,19.728130841121494,1186,65,590
12998,493,3,920.08,1,At Risk,1,2010-02-24 11:55:00,2010-08-04 08:05:00,15.86344827586207,1124,58,160
12999,196,3,455.88,0,Potential Loyalists,1,2011-04-08 10:26:00,2011-05-27 13:24:00,16.28142857142857,342,25,49
13000,107,4,1032.5,0,Potential Loyalists,0,2009-12-14 17:03:00,2011-08-25 10:43:00,16.653225806451612,548,57,618
13001,4,33,24172.1,2,Champions,0,2009-12-03 16:21:00,2011-12-05 14:51:00,23.559551656920082,13539,300,731
13002,318,3,414.13,1,At Risk,1,2010-10-01 11:58:00,2011-01-25 15:18:00,18.00565217391304,201,19,116
13003,106,3,149.05,0,Potential Loyalists,0,2011-05-09 08:23:00,2011-08-26 10:50:00,24.84166666666667,103,4,109
13004,12,36,11650.85,2,Champions,0,2009-12-15 09:44:00,2011-11-28 11:27:00,14.295521472392638,8768,417,713
13005,174,4,999.68,0,Potential Loyalists,0,2010-09-08 12:52:00,2011-06-19 10:53:00,17.85142857142857,462,41,283
13006,56,1,81.57,0,Potential Loyalists,0,2011-10-14 13:49:00,2011-10-14 13:49:00,20.3925,55,4,0
13007,580,1,175.25,1,At Risk,1,2010-05-09 10:38:00,2010-05-09 10:38:00,15.931818181818182,59,11,0
13008,323,3,612.13,1,At Risk,1,2009-12-16 16:07:00,2011-01-20 14:24:00,17.489428571428572,379,31,399
13009,673,1,234.0,1,At Risk,1,2010-02-05 12:22:00,2010-02-05 12:22:00,58.5,120,4,0
13010,374,2,330.12,1,At Risk,1,2010-03-01 11:28:00,2010-11-30 15:09:00,27.51,323,10,274
13011,372,1,101.1,1,At Risk,1,2010-12-02 17:22:00,2010-12-02 17:22:00,16.85,26,3,0
13012,9,11,2972.83,3,Loyal Customers,0,2010-04-26 14:14:00,2011-11-30 13:05:00,19.30409090909091,1563,95,582
13013,1,29,12625.77,2,Champions,0,2009-12-14 10:34:00,2011-12-08 15:01:00,22.790198555956678,6463,289,724
13014,11,11,5381.08,3,Loyal Customers,0,2010-10-03 11:35:00,2011-11-29 12:27:00,24.02267857142857,1979,140,422
13015,53,11,6586.42,3,Loyal Customers,0,2010-04-15 16:35:00,2011-10-17 13:19:00,18.872263610315187,3535,260,549
13016,73,3,789.89,0,Potential Loyalists,0,2011-08-08 15:00:00,2011-09-27 14:08:00,16.806170212765956,527,39,49
13017,7,1,204.0,0,Potential Loyalists,0,2011-12-02 15:53:00,2011-12-02 15:53:00,204.0,48,1,0
13018,16,35,9763.16,2,Champions,0,2010-03-01 12:34:00,2011-11-23 13:28:00,16.190978441127694,6746,401,632
13019,379,6,1229.95,1,At Risk,1,2009-12-06 15:40:00,2010-11-25 14:56:00,22.362727272727273,397,46,353
13020,563,2,618.96,1,At Risk,1,2010-02-18 10:35:00,2010-05-26 11:12:00,15.870769230769232,278,38,97
13021,4,17,4887.24,3,Loyal Customers,0,2009-12-05 12:02:00,2011-12-05 16:37:00,19.016498054474706,2546,166,730
13022,430,1,65.3,1,At Risk,1,2010-10-06 10:50:00,2010-10-06 10:50:00,13.059999999999999,35,5,0
13023,64,3,1449.03,0,Potential Loyalists,0,2010-06-29 09:51:00,2011-10-06 16:27:00,19.066184210526316,585,69,464
13024,471,2,555.87,1,At Risk,1,2010-05-06 14:25:00,2010-08-26 09:42:00,17.931290322580644,181,26,111
13025,732,1,323.39,1,At Risk,1,2009-12-08 10:02:00,2009-12-08 10:02:00,24.876153846153844,241,13,0
13026,1,9,1733.08,0,Potential Loyalists,0,2009-12-13 11:34:00,2011-12-08 16:58:00,21.13512195121951,2466,52,725
13027,114,19,17335.2,2,Champions,0,2010-01-20 10:41:00,2011-08-18 09:39:00,201.57209302325583,43080,7,574
13028,23,2,661.3199999999999,0,Potential Loyalists,0,2011-10-25 14:09:00,2011-11-17 11:10:00,14.695999999999998,798,40,22
13029,31,5,1927.3,0,Potential Loyalists,0,2010-07-04 13:46:00,2011-11-09 09:13:00,113.37058823529412,194,13,492
13030,11,2,1227.22,0,Potential Loyalists,0,2010-12-06 14:31:00,2011-11-28 14:30:00,7.718364779874214,598,76,356
13031,407,5,3419.27,1,At Risk,1,2010-06-03 14:57:00,2010-10-28 15:34:00,7.860390804597701,2399,275,147
13032,52,9,2843.55,0,Potential Loyalists,0,2010-09-05 14:01:00,2011-10-18 15:54:00,13.412971698113209,1281,147,408
13033,357,2,220.55,1,At Risk,1,2010-10-06 09:37:00,2010-12-17 14:23:00,16.965384615384615,98,12,72
13034,55,3,922.68,0,Potential Loyalists,0,2010-11-03 15:22:00,2011-10-16 12:21:00,16.776,522,42,346
13035,74,3,1364.2,0,Potential Loyalists,0,2010-10-04 15:41:00,2011-09-27 08:57:00,32.48095238095238,926,27,357
13036,685,1,307.1,1,At Risk,1,2010-01-24 11:35:00,2010-01-24 11:35:00,51.18333333333334,38,6,0
13037,138,12,3914.95,3,Loyal Customers,0,2009-12-03 17:04:00,2011-07-24 15:46:00,16.87478448275862,2130,181,597
13038,80,3,908.46,0,Potential Loyalists,0,2011-02-22 11:43:00,2011-09-20 14:37:00,32.445,360,24,210
13039,584,4,1010.73,1,At Risk,1,2009-12-17 16:43:00,2010-05-04 16:45:00,18.37690909090909,290,37,138
13040,9,2,676.99,0,Potential Loyalists,0,2011-11-06 13:53:00,2011-12-01 10:38:00,15.743953488372092,355,38,24
13041,451,4,799.13,1,At Risk,1,2010-04-29 08:43:00,2010-09-15 11:44:00,22.832285714285714,335,23,139
13042,598,3,1556.54,1,At Risk,1,2009-12-07 15:42:00,2010-04-20 13:43:00,7.82180904522613,830,164,133
13043,273,1,516.42,1,At Risk,1,2011-03-11 14:52:00,2011-03-11 14:52:00,39.72461538461538,254,13,0
13044,291,11,4853.9,3,Loyal Customers,1,2010-01-08 14:46:00,2011-02-21 15:20:00,11.584486873508352,2553,356,409
13045,99,3,808.92,0,Potential Loyalists,0,2010-08-10 13:02:00,2011-09-01 15:04:00,17.976000000000003,405,41,387
13046,31,3,949.25,0,Potential Loyalists,0,2010-09-09 13:09:00,2011-11-09 08:36:00,16.950892857142858,505,50,425
13047,32,24,8795.16,3,Loyal Customers,0,2009-12-16 11:43:00,2011-11-08 12:06:00,22.266227848101266,3429,190,692
13048,14,9,4084.21,3,Loyal Customers,0,2010-01-27 12:55:00,2011-11-25 13:23:00,15.239589552238806,2705,125,667
13049,64,4,1408.24,0,Potential Loyalists,0,2010-11-03 15:39:00,2011-10-06 15:31:00,54.16307692307692,620,19,336
13050,15,35,12344.53,2,Champions,0,2009-12-15 15:06:00,2011-11-25 09:18:00,12.23442021803766,7206,513,709
13051,579,2,155.8,1,At Risk,1,2010-03-30 11:11:00,2010-05-10 09:14:00,38.95,72,4,40
13052,212,7,3168.53,0,Potential Loyalists,1,2010-02-23 12:31:00,2011-05-11 14:12:00,12.523833992094863,1454,161,442
13053,622,1,127.65,1,At Risk,1,2010-03-28 11:28:00,2010-03-28 11:28:00,7.508823529411765,47,17,0
13055,78,4,2321.11,0,Potential Loyalists,0,2010-10-06 08:17:00,2011-09-22 14:26:00,15.072142857142858,1821,145,351
13056,551,1,209.48,1,At Risk,1,2010-06-06 14:10:00,2010-06-06 14:10:00,11.025263157894736,158,18,0
13057,530,3,722.09,1,At Risk,1,2010-03-18 12:14:00,2010-06-27 15:44:00,17.611951219512196,466,34,101
13058,25,3,271.40000000000003,0,Potential Loyalists,0,2011-07-11 12:01:00,2011-11-15 12:43:00,33.925000000000004,52,5,127
13059,250,10,2303.17,0,Potential Loyalists,1,2010-03-31 12:23:00,2011-04-04 10:40:00,11.401831683168318,864,155,368
13060,254,1,307.53,0,Potential Loyalists,1,2011-03-31 11:37:00,2011-03-31 11:37:00,20.502000000000002,123,15,0
13061,72,1,248.61,0,Potential Loyalists,0,2011-09-28 16:04:00,2011-09-28 16:04:00,24.861,107,10,0
13062,191,1,346.98,0,Potential Loyalists,1,2011-06-01 15:12:00,2011-06-01 15:12:00,31.543636363636367,343,11,0
13063,481,1,188.4,1,At Risk,1,2010-08-16 12:27:00,2010-08-16 12:27:00,15.700000000000001,116,12,0
13064,13,6,1680.74,0,Potential Loyalists,0,2010-04-27 10:08:00,2011-11-27 12:31:00,17.880212765957445,670,58,579
13065,373,5,1260.91,1,At Risk,1,2010-06-10 11:44:00,2010-12-01 16:52:00,16.59092105263158,455,49,174
13066,24,2,470.8,0,Potential Loyalists,0,2011-11-07 17:06:00,2011-11-15 12:57:00,9.808333333333334,322,48,7
13067,82,3,508.51,0,Potential Loyalists,0,2010-09-19 13:43:00,2011-09-18 13:38:00,15.8909375,131,24,363
13068,10,2,344.0,0,Potential Loyalists,0,2011-01-24 08:20:00,2011-11-29 15:00:00,172.0,200,1,309
13069,1,38,9683.13,2,Champions,0,2010-06-14 14:27:00,2011-12-09 08:39:00,8.676639784946236,15404,573,542
13070,192,4,751.7,0,Potential Loyalists,1,2009-12-07 14:44:00,2011-05-31 13:45:00,22.77878787878788,372,12,539
13071,612,1,129.22,1,At Risk,1,2010-04-06 13:37:00,2010-04-06 13:37:00,10.768333333333333,30,12,0
13072,267,1,177.15,0,Potential Loyalists,1,2011-03-18 08:12:00,2011-03-18 08:12:00,25.307142857142857,69,7,0
13073,411,2,418.08,1,At Risk,1,2010-09-28 09:27:00,2010-10-24 14:06:00,15.484444444444444,261,25,26
13074,511,4,1378.74,1,At Risk,1,2009-12-16 11:46:00,2010-07-16 16:53:00,47.54275862068965,826,26,212
13075,130,1,919.61,0,Potential Loyalists,0,2011-08-02 10:19:00,2011-08-02 10:19:00,41.80045454545455,485,22,0
13076,458,1,135.4,1,At Risk,1,2010-09-08 10:27:00,2010-09-08 10:27:00,15.044444444444444,44,9,0
13077,1,11,3064.67,3,Loyal Customers,0,2009-12-11 11:17:00,2011-12-08 19:24:00,8.831902017291066,2785,208,727
13078,3,46,29532.45,2,Champions,0,2009-12-01 09:06:00,2011-12-06 15:36:00,36.86947565543071,12183,153,735
13079,4,6,419.18,0,Potential Loyalists,0,2010-10-18 14:15:00,2011-12-05 16:53:00,24.657647058823528,158,11,413
13080,179,4,280.73,0,Potential Loyalists,0,2010-04-09 13:07:00,2011-06-13 14:59:00,14.775263157894738,193,17,430
13081,12,28,29730.420199999626,2,Champions,0,2009-12-08 13:58:00,2011-11-28 10:54:00,25.150870858113848,41423,738,719
13082,126,21,7335.75,3,Loyal Customers,0,2009-12-22 15:37:00,2011-08-05 16:16:00,56.866279069767444,8466,99,591
13083,4,3,395.43,0,Potential Loyalists,0,2010-10-10 13:38:00,2011-12-05 15:01:00,17.974090909090908,307,19,421
13084,492,1,122.4,1,At Risk,1,2010-08-05 08:49:00,2010-08-05 08:49:00,61.199999999999996,144,2,0
13085,158,8,2433.28,0,Potential Loyalists,0,2009-12-01 07:45:00,2011-07-05 12:11:00,28.96761904761905,944,50,581
13086,383,1,439.33,1,At Risk,1,2010-11-22 10:28:00,2010-11-22 10:28:00,9.34744680851064,155,47,0
13087,726,1,313.64,1,At Risk,1,2009-12-13 15:16:00,2009-12-13 15:16:00,20.909333333333333,86,15,0
13088,417,1,236.11,1,At Risk,1,2010-10-18 15:35:00,2010-10-18 15:35:00,11.8055,76,19,0
13089,3,46,29730.420199999626,2,Champions,0,2009-12-02 15:44:00,2011-12-07 09:02:00,34.72274241522903,60229,857,734
13090,9,24,14103.09,2,Champions,0,2010-08-02 13:58:00,2011-12-01 12:39:00,49.83424028268551,3445,163,485
13091,28,3,2321.82,0,Potential Loyalists,0,2009-12-10 11:50:00,2011-11-11 15:54:00,51.596000000000004,1339,41,701
13092,71,12,2140.28,3,Loyal Customers,0,2010-02-10 08:44:00,2011-09-30 11:18:00,20.38361904761905,664,52,597
13093,276,46,29730.420199999626,2,Champions,1,2009-12-04 10:32:00,2011-03-09 12:14:00,52.327285714285715,26227,199,460
13094,21,13,2433.1200000000003,3,Loyal Customers,0,2010-11-15 14:15:00,2011-11-18 14:07:00,76.03500000000001,2088,5,367
13095,71,1,74.39999999999999,0,Potential Loyalists,0,2011-09-30 12:03:00,2011-09-30 12:03:00,12.399999999999999,144,6,0
13096,394,1,419.7000000000001,1,At Risk,1,2010-11-10 14:08:00,2010-11-10 14:08:00,419.7000000000001,6,1,0
13097,33,28,13389.22,2,Champions,0,2009-12-01 13:31:00,2011-11-07 10:43:00,13.165408062930187,5396,390,705
13098,1,28,28882.44,2,Champions,0,2011-01-26 13:46:00,2011-12-08 14:14:00,50.49377622377622,15968,156,316
13099,99,1,207.36,0,Potential Loyalists,0,2011-09-01 17:40:00,2011-09-01 17:40:00,207.36,288,1,0
13101,234,4,695.4,0,Potential Loyalists,1,2010-01-27 15:49:00,2011-04-19 14:37:00,13.635294117647058,478,48,446
13102,1,37,11696.92,2,Champions,0,2010-05-06 13:12:00,2011-12-08 12:52:00,23.774227642276422,6576,212,580
13103,40,3,709.64,0,Potential Loyalists,0,2010-05-11 14:41:00,2011-10-31 09:38:00,21.504242424242424,426,27,537
13104,3,9,1709.1,0,Potential Loyalists,0,2010-02-24 15:06:00,2011-12-06 13:10:00,56.97,834,15,649
13105,436,1,72.0,1,At Risk,1,2010-09-29 13:41:00,2010-09-29 13:41:00,72.0,100,1,0
13106,133,2,603.46,0,Potential Loyalists,0,2010-10-22 13:10:00,2011-07-29 15:12:00,37.71625,231,15,280
13107,44,9,5253.07,3,Loyal Customers,0,2010-02-04 10:50:00,2011-10-26 14:52:00,29.511629213483143,4316,142,629
13108,373,2,1098.52,1,At Risk,1,2010-09-30 17:09:00,2010-12-02 10:35:00,24.411555555555555,1043,27,62
13109,60,3,1134.03,0,Potential Loyalists,0,2010-06-06 12:59:00,2011-10-11 10:16:00,16.20042857142857,757,57,491
13110,31,12,2957.4700000000003,3,Loyal Customers,0,2009-12-01 14:14:00,2011-11-08 14:30:00,11.735992063492064,763,167,707
13111,719,1,321.88000000000005,1,At Risk,1,2009-12-21 09:00:00,2009-12-21 09:00:00,26.823333333333338,180,12,0
13112,541,1,20.6,1,At Risk,1,2010-06-16 17:03:00,2010-06-16 17:03:00,10.299999999999999,11,2,0
13113,1,37,18625.73,2,Champions,0,2010-03-28 16:13:00,2011-12-09 12:49:00,47.51461734693878,4545,166,620
13114,731,1,234.38,1,At Risk,1,2009-12-09 09:56:00,2009-12-09 09:56:00,14.64875,74,16,0
13115,12,10,5494.7,3,Loyal Customers,0,2010-04-19 13:29:00,2011-11-28 12:38:00,17.49904458598726,3934,178,587
13116,138,1,501.14,0,Potential Loyalists,0,2011-07-24 14:33:00,2011-07-24 14:33:00,16.704666666666665,291,30,0
13117,22,18,2643.81,3,Loyal Customers,0,2010-03-26 13:50:00,2011-11-18 12:02:00,14.06281914893617,2067,122,601
13118,20,9,2415.41,0,Potential Loyalists,0,2010-09-26 15:46:00,2011-11-20 12:46:00,16.320337837837837,834,111,419
13119,669,1,134.9,1,At Risk,1,2010-02-09 08:38:00,2010-02-09 08:38:00,12.263636363636364,110,11,0
13120,239,1,30.6,0,Potential Loyalists,1,2011-04-15 10:19:00,2011-04-15 10:19:00,30.6,12,1,0
13121,269,1,283.73,0,Potential Loyalists,1,2011-03-15 16:47:00,2011-03-15 16:47:00,5.674600000000001,252,50,0
13122,94,2,922.39,0,Potential Loyalists,0,2011-04-13 14:12:00,2011-09-06 15:53:00,16.77072727272727,585,54,146
13123,473,2,506.75,1,At Risk,1,2010-06-28 12:43:00,2010-08-24 10:18:00,11.261111111111111,268,36,56
13124,90,4,4782.45,0,Potential Loyalists,0,2010-11-19 15:50:00,2011-09-11 12:45:00,16.048489932885907,2783,216,295
13125,524,1,158.57,1,At Risk,1,2010-07-04 11:58:00,2010-07-04 11:58:00,7.55095238095238,54,20,0
13126,5,13,3998.25,3,Loyal Customers,0,2010-03-02 12:24:00,2011-12-05 10:00:00,15.929282868525897,3409,183,642
13127,78,1,259.17,0,Potential Loyalists,0,2011-09-23 10:26:00,2011-09-23 10:26:00,17.278000000000002,127,15,0
13128,631,1,263.5,1,At Risk,1,2010-03-18 15:08:00,2010-03-18 15:08:00,263.5,31,1,0
13129,452,2,233.25,1,At Risk,1,2010-06-28 11:54:00,2010-09-13 13:47:00,21.204545454545453,296,10,77
13130,94,1,64.0,0,Potential Loyalists,0,2011-09-06 15:30:00,2011-09-06 15:30:00,32.0,32,2,0
13131,23,7,3313.77,0,Potential Loyalists,0,2010-02-09 09:47:00,2011-11-16 13:21:00,22.24006711409396,1523,107,645
13132,262,1,77.3,0,Potential Loyalists,1,2011-03-23 12:44:00,2011-03-23 12:44:00,25.766666666666666,20,3,0
13133,274,3,200.45,0,Potential Loyalists,1,2010-09-06 15:30:00,2011-03-11 10:31:00,16.704166666666666,55,12,185
13134,86,6,2475.23,0,Potential Loyalists,0,2010-10-19 13:21:00,2011-09-15 10:35:00,20.456446280991734,1364,110,330
13135,197,2,3371.45,0,Potential Loyalists,1,2010-08-05 17:28:00,2011-05-27 10:52:00,187.30277777777778,4423,18,294
13136,56,13,6274.56,3,Loyal Customers,0,2009-12-08 18:30:00,2011-10-14 13:41:00,19.919238095238097,3109,204,674
13137,11,16,7712.7,3,Loyal Customers,0,2010-07-25 15:40:00,2011-11-29 12:09:00,5.352324774462179,4294,628,491
13138,22,7,1467.24,0,Potential Loyalists,0,2010-11-08 11:45:00,2011-11-17 16:51:00,14.82060606060606,718,41,374
13139,16,8,8202.98,3,Loyal Customers,0,2010-09-28 09:12:00,2011-11-23 13:54:00,30.954641509433962,4614,214,421
13140,108,5,1215.68,0,Potential Loyalists,0,2010-08-05 19:05:00,2011-08-23 15:33:00,9.964590163934426,648,89,382
13141,85,17,7668.58,3,Loyal Customers,0,2009-12-09 13:34:00,2011-09-16 09:54:00,18.043717647058823,5169,285,645
13142,19,1,307.09,0,Potential Loyalists,0,2011-11-20 16:07:00,2011-11-20 16:07:00,13.351739130434783,258,23,0
13143,585,1,405.1,1,At Risk,1,2010-05-04 12:22:00,2010-05-04 12:22:00,17.61304347826087,198,23,0
13144,333,2,135.35,1,At Risk,1,2010-10-04 14:14:00,2011-01-11 11:15:00,22.558333333333334,29,6,98
13145,40,7,1423.52,0,Potential Loyalists,0,2010-04-19 11:11:00,2011-10-31 12:45:00,142.352,266,5,560
13146,26,1,228.91,0,Potential Loyalists,0,2011-11-13 15:29:00,2011-11-13 15:29:00,13.465294117647058,154,16,0
13147,10,4,712.8000000000001,0,Potential Loyalists,0,2011-09-01 12:28:00,2011-11-29 13:59:00,178.2,144,1,89
13148,29,26,8621.81,3,Loyal Customers,0,2009-12-07 15:26:00,2011-11-10 15:23:00,10.872395964691046,4571,451,702
13149,14,4,1676.06,0,Potential Loyalists,0,2011-02-23 13:57:00,2011-11-25 13:09:00,19.48906976744186,1280,76,274
13150,484,3,449.97,1,At Risk,1,2010-03-19 09:03:00,2010-08-12 12:59:00,56.246249999999996,171,7,146
13151,296,3,2580.74,1,At Risk,1,2010-03-22 10:26:00,2011-02-17 12:29:00,14.663295454545455,832,131,332
13152,417,7,2146.38,1,At Risk,1,2010-01-14 10:01:00,2010-10-18 13:44:00,15.899111111111113,977,114,277
13153,6,1,486.22,0,Potential Loyalists,0,2011-12-04 12:14:00,2011-12-04 12:14:00,32.41466666666667,418,15,0
13154,399,3,1624.84,1,At Risk,1,2009-12-04 08:46:00,2010-11-05 16:00:00,17.471397849462363,976,78,336
13155,33,6,1750.18,0,Potential Loyalists,0,2010-08-05 09:30:00,2011-11-06 15:41:00,10.671829268292683,909,79,458
13156,385,3,1586.54,1,At Risk,1,2010-02-01 13:45:00,2010-11-19 13:09:00,15.255192307692308,914,94,290
13157,49,9,5687.36,3,Loyal Customers,0,2010-03-08 11:59:00,2011-10-21 13:50:00,22.658804780876494,4762,173,592
13158,95,5,1508.18,0,Potential Loyalists,0,2010-11-16 17:12:00,2011-09-06 11:58:00,15.081800000000001,992,70,293
