CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13609,593,1,167.35,1,At Risk
13610,12,14,2175.88,3,Loyal Customers
13611,89,10,3319.53,3,Loyal Customers
13612,633,1,818.29,1,At Risk
13613,453,5,1039.8500000000001,1,At Risk
13614,24,6,2359.19,0,Potential Loyalists
13615,319,8,6272.53,3,Loyal Customers
13616,568,2,288.1,1,At Risk
13617,40,8,1278.75,0,Potential Loyalists
13618,174,1,177.34,0,Potential Loyalists
13619,545,2,231.69,1,At Risk
13620,528,1,112.34,1,At Risk
13621,117,1,213.85,0,Potential Loyalists
13622,696,1,658.95,1,At Risk
13623,31,10,2566.49,0,Potential Loyalists
13624,388,1,462.08,1,At Risk
13625,597,1,301.26,1,At Risk
13626,253,2,707.04,0,Potential Loyalists
13627,59,7,2245.9,0,Potential Loyalists
13628,676,1,310.14,1,At Risk
13629,23,19,13370.86,3,Loyal Customers
13630,5,7,2031.78,0,Potential Loyalists
13631,100,11,3070.42,3,Loyal Customers
13632,25,8,3648.15,0,Potential Loyalists
13634,33,16,5073.47,3,Loyal Customers
13635,68,4,2999.16,0,Potential Loyalists
13636,37,5,949.12,0,Potential Loyalists
13637,52,3,810.5,0,Potential Loyalists
13638,16,1,122.64,0,Potential Loyalists
13639,74,2,1346.27,0,Potential Loyalists
13640,611,1,405.0,1,At Risk
13641,641,5,1016.47,1,At Risk
13642,216,4,514.72,0,Potential Loyalists
13643,31,10,2156.77,0,Potential Loyalists
13644,16,4,2624.26,0,Potential Loyalists
13645,120,1,252.1,0,Potential Loyalists
13646,400,2,326.25,1,At Risk
13647,10,8,3071.68,0,Potential Loyalists
13648,400,8,1764.02,1,At Risk
13649,257,6,1678.88,0,Potential Loyalists
13650,17,10,3288.0,3,Loyal Customers
13651,35,3,226.85,0,Potential Loyalists
13652,46,5,2570.85,0,Potential Loyalists
13653,488,1,152.2,1,At Risk
13654,43,11,6308.0,3,Loyal Customers
13655,114,6,2280.51,0,Potential Loyalists
13656,165,4,1078.85,0,Potential Loyalists
13657,11,2,382.14,0,Potential Loyalists
13658,10,9,6025.5,3,Loyal Customers
13659,206,12,4894.88,3,Loyal Customers
13660,400,1,314.59,1,At Risk
13661,603,1,325.24,1,At Risk
13662,86,11,2250.11,0,Potential Loyalists
13663,179,5,2047.51,0,Potential Loyalists
13665,386,3,1711.6599999999999,1,At Risk
13666,60,5,127.89999999999999,0,Potential Loyalists
13667,149,1,305.02,0,Potential Loyalists
13668,3,35,13089.94,2,Champions
13669,51,3,413.55,0,Potential Loyalists
13670,75,1,349.7,0,Potential Loyalists
13671,395,1,194.95,1,At Risk
13672,301,3,419.92,1,At Risk
13673,19,2,396.92,0,Potential Loyalists
13674,433,1,240.68,1,At Risk
13675,151,2,486.82000000000005,0,Potential Loyalists
13676,539,2,243.9,1,At Risk
13677,405,2,556.1899999999999,1,At Risk
13678,152,1,232.6,0,Potential Loyalists
13679,494,3,281.26,1,At Risk
13680,1,12,11435.67,3,Loyal Customers
13681,18,4,827.83,0,Potential Loyalists
13682,187,1,59.5,0,Potential Loyalists
13683,458,1,258.6,1,At Risk
13684,286,4,596.98,1,At Risk
13685,3,7,3119.44,0,Potential Loyalists
13686,183,3,409.04,0,Potential Loyalists
13687,438,1,11880.84,1,At Risk
13688,635,1,375.5,1,At Risk
13689,63,2,1259.5,0,Potential Loyalists
13690,59,1,172.25,0,Potential Loyalists
13691,396,1,212.78,1,At Risk
13692,25,5,3114.4,0,Potential Loyalists
13693,374,9,2011.82,1,At Risk
13694,4,46,29730.420199999626,2,Champions
13695,31,16,2770.73,3,Loyal Customers
13696,422,3,2020.4,1,At Risk
13697,39,1,151.29999999999998,0,Potential Loyalists
13698,597,2,465.53000000000003,1,At Risk
13699,155,2,764.15,0,Potential Loyalists
13700,26,13,2613.46,3,Loyal Customers
13701,447,1,161.0,1,At Risk
13702,446,1,135.18,1,At Risk
13703,318,2,425.56,1,At Risk
13704,5,9,2308.06,0,Potential Loyalists
13705,8,7,2035.33,0,Potential Loyalists
13706,303,2,631.17,1,At Risk
13707,267,5,3365.86,0,Potential Loyalists
13708,271,1,296.88,0,Potential Loyalists
13709,4,18,7591.75,3,Loyal Customers
13710,32,3,509.52,0,Potential Loyalists
13711,219,9,1792.26,0,Potential Loyalists
13712,247,2,766.42,0,Potential Loyalists
13713,408,3,743.26,1,At Risk
13714,465,1,161.35,1,At Risk
13715,281,17,8483.29,3,Loyal Customers
13716,269,1,138.28,0,Potential Loyalists
13717,32,8,1763.3,0,Potential Loyalists
13718,246,2,306.55,0,Potential Loyalists
13719,15,11,2815.25,3,Loyal Customers
13720,117,4,799.9,0,Potential Loyalists
13721,36,2,741.54,0,Potential Loyalists
13722,132,10,5635.41,3,Loyal Customers
13723,217,6,1209.2,0,Potential Loyalists
13724,637,1,213.01,1,At Risk
13725,50,8,1980.56,0,Potential Loyalists
13726,39,2,1079.6599999999999,0,Potential Loyalists
13727,29,8,1080.05,0,Potential Loyalists
13728,37,16,2855.17,3,Loyal Customers
13729,436,3,724.73,1,At Risk
13730,136,2,752.6,0,Potential Loyalists
13731,219,2,610.59,0,Potential Loyalists
13732,28,1,491.86,0,Potential Loyalists
13733,411,2,487.03000000000003,1,At Risk
13734,509,4,6701.640000000001,1,At Risk
13735,25,13,9813.22,3,Loyal Customers
13736,5,7,2766.21,0,Potential Loyalists
13737,200,1,339.59999999999997,0,Potential Loyalists
13738,396,1,440.93,1,At Risk
13739,18,2,292.2,0,Potential Loyalists
13740,241,5,1597.77,0,Potential Loyalists
13741,72,3,668.4300000000001,0,Potential Loyalists
13742,17,12,3131.02,3,Loyal Customers
13743,3,7,1341.6,0,Potential Loyalists
13744,95,2,1156.36,0,Potential Loyalists
13745,162,2,777.36,0,Potential Loyalists
13746,414,1,176.69,1,At Risk
13747,374,2,249.39999999999998,1,At Risk
13748,96,9,2268.35,0,Potential Loyalists
13750,54,11,3602.1800000000003,3,Loyal Customers
13751,288,1,296.25,1,At Risk
13752,124,7,1590.73,0,Potential Loyalists
13753,288,4,2094.57,1,At Risk
13754,152,3,447.05,0,Potential Loyalists
13755,4,9,2161.35,0,Potential Loyalists
13756,2,23,9207.5,3,Loyal Customers
13757,675,1,195.55,1,At Risk
13758,12,15,9416.98,3,Loyal Customers
13759,33,2,659.4100000000001,0,Potential Loyalists
13760,54,5,1363.6399999999999,0,Potential Loyalists
13761,50,6,1952.17,0,Potential Loyalists
13762,219,5,2472.48,0,Potential Loyalists
13763,63,3,5217.4400000000005,0,Potential Loyalists
13764,71,6,2953.26,0,Potential Loyalists
13765,653,1,352.821,1,At Risk
13766,495,1,190.35,1,At Risk
13767,2,46,29730.420199999626,2,Champions
13768,727,2,875.97,1,At Risk
13769,2,20,5800.42,3,Loyal Customers
13770,422,4,785.37,1,At Risk
13771,64,9,5728.82,3,Loyal Customers
13772,34,8,3114.22,0,Potential Loyalists
13773,397,2,301.54,1,At Risk
13774,82,1,345.0,0,Potential Loyalists
13775,591,1,1049.66,1,At Risk
13776,428,2,623.98,1,At Risk
13777,1,46,29730.420199999626,2,Champions
13778,103,4,1124.49,0,Potential Loyalists
13779,516,1,161.13,1,At Risk
13780,7,3,735.82,0,Potential Loyalists
13781,251,3,778.83,0,Potential Loyalists
13782,13,13,1793.72,3,Loyal Customers
13783,488,4,1542.09,1,At Risk
13784,10,14,2910.23,3,Loyal Customers
13785,429,4,542.49,1,At Risk
13786,367,6,3358.94,1,At Risk
13787,76,6,1222.5,0,Potential Loyalists
13788,505,1,3.75,1,At Risk
13789,388,1,239.45999999999998,1,At Risk
13790,4,1,348.8,0,Potential Loyalists
13791,128,2,1516.0,0,Potential Loyalists
13792,66,3,383.95,0,Potential Loyalists
13793,647,1,96.0,1,At Risk
13794,547,1,126.03,1,At Risk
13795,388,4,836.3,1,At Risk
13796,499,1,289.7,1,At Risk
13797,437,3,1179.45,1,At Risk
13798,1,46,29730.420199999626,2,Champions
13799,117,9,2803.57,0,Potential Loyalists
13800,310,3,1679.56,1,At Risk
13801,67,1,324.8,0,Potential Loyalists
13802,139,19,26259.11,2,Champions
13803,255,3,1338.91,0,Potential Loyalists
13804,31,9,3208.52,0,Potential Loyalists
13805,52,2,924.6,0,Potential Loyalists
13806,64,1,256.38,0,Potential Loyalists
13807,367,3,534.8,1,At Risk
13808,6,5,1747.66,0,Potential Loyalists
13809,305,3,679.7,1,At Risk
13810,29,3,1499.01,0,Potential Loyalists
13811,184,3,814.5,0,Potential Loyalists
13812,42,3,539.0,0,Potential Loyalists
13813,40,8,2765.47,0,Potential Loyalists
13814,92,3,2257.32,0,Potential Loyalists
13815,22,8,7475.74,3,Loyal Customers
13816,24,2,571.6700000000001,0,Potential Loyalists
13817,29,2,382.98,0,Potential Loyalists
13818,430,1,61.28,1,At Risk
13819,302,6,2642.35,1,At Risk
13820,418,3,660.65,1,At Risk
13821,145,6,1410.73,0,Potential Loyalists
13822,6,2,632.0,0,Potential Loyalists
13823,19,7,3403.4500000000003,0,Potential Loyalists
13824,33,12,3314.76,3,Loyal Customers
13825,622,2,255.59,1,At Risk
13826,176,1,189.5,0,Potential Loyalists
13827,58,3,412.05,0,Potential Loyalists
13828,22,1,209.49,0,Potential Loyalists
13829,421,1,102.0,1,At Risk
13830,582,1,156.85000000000002,1,At Risk
13831,16,18,7023.58,3,Loyal Customers
13832,19,2,613.6899999999999,0,Potential Loyalists
13833,159,2,701.36,0,Potential Loyalists
13834,577,2,324.19,1,At Risk
13835,25,7,1095.27,0,Potential Loyalists
13836,399,2,620.37,1,At Risk
13837,212,2,271.24,0,Potential Loyalists
13838,6,10,1966.09,0,Potential Loyalists
13839,486,1,139.95000000000002,1,At Risk
13840,416,1,651.4,1,At Risk
13841,253,1,85.0,0,Potential Loyalists
13842,59,18,5629.91,3,Loyal Customers
13843,381,1,319.75,1,At Risk
13844,11,1,361.62,0,Potential Loyalists
13845,65,1,312.98,0,Potential Loyalists
13846,25,4,1307.79,0,Potential Loyalists
13847,720,1,310.72,1,At Risk
13848,92,8,3335.0,0,Potential Loyalists
13849,52,5,3469.3,0,Potential Loyalists
13850,129,1,1595.48,0,Potential Loyalists
13851,96,8,4606.46,0,Potential Loyalists
13852,611,1,187.35000000000002,1,At Risk
13853,57,1,1090.14,0,Potential Loyalists
13854,9,39,12253.96,2,Champions
13855,501,4,1310.3400000000001,1,At Risk
13856,169,11,1142.03,0,Potential Loyalists
13857,393,6,1001.01,1,At Risk
13858,57,1,216.17,0,Potential Loyalists
13859,326,2,515.86,1,At Risk
13860,1,5,1245.9,0,Potential Loyalists
13861,429,2,273.26,1,At Risk
13862,18,9,2556.09,0,Potential Loyalists
13863,248,4,1239.55,0,Potential Loyalists
13864,387,1,662.4000000000001,1,At Risk
13865,58,4,501.56,0,Potential Loyalists
13866,74,1,145.67000000000002,0,Potential Loyalists
13867,31,3,1015.29,0,Potential Loyalists
13868,7,2,3192.54,0,Potential Loyalists
13869,123,10,8111.57,3,Loyal Customers
13870,2,15,5712.08,3,Loyal Customers
13871,23,17,7885.85,3,Loyal Customers
13872,527,3,919.57,1,At Risk
13873,120,8,1038.92,0,Potential Loyalists
13874,358,7,2049.15,1,At Risk
13875,54,14,4814.37,3,Loyal Customers
13876,64,1,122.7,0,Potential Loyalists
13877,86,3,449.68,0,Potential Loyalists
13878,55,4,2473.06,0,Potential Loyalists
13879,646,1,395.5,1,At Risk
13880,21,17,4391.66,3,Loyal Customers
13881,4,43,29730.420199999626,2,Champions
13882,3,5,1191.13,0,Potential Loyalists
13883,11,15,6560.02,3,Loyal Customers
13884,7,10,1888.48,0,Potential Loyalists
13885,189,2,506.8,0,Potential Loyalists
13886,71,1,243.56,0,Potential Loyalists
13887,204,1,349.55,0,Potential Loyalists
13888,120,7,2169.05,0,Potential Loyalists
13889,93,6,1991.23,0,Potential Loyalists
13890,1,14,2927.38,3,Loyal Customers
13891,378,3,863.5600000000001,1,At Risk
13892,27,6,1267.6499999999999,0,Potential Loyalists
13893,298,1,821.1,1,At Risk
13894,24,3,564.62,0,Potential Loyalists
13895,28,6,4008.52,0,Potential Loyalists
13896,626,1,388.55,1,At Risk
13897,50,3,1160.72,0,Potential Loyalists
13898,326,2,686.4,1,At Risk
13899,16,2,388.52,0,Potential Loyalists
13900,183,6,1610.59,0,Potential Loyalists
13901,72,15,5676.34,3,Loyal Customers
13902,632,5,29730.420199999626,2,Champions
13903,400,1,165.45000000000002,1,At Risk
13904,37,2,332.64,0,Potential Loyalists
13905,733,1,312.65,1,At Risk
13906,409,1,42.0,1,At Risk
13907,692,1,136.8,1,At Risk
13908,80,4,2369.55,0,Potential Loyalists
13909,423,2,286.6,1,At Risk
13911,57,20,4234.99,3,Loyal Customers
13912,424,1,124.95,1,At Risk
13913,507,1,42.22,1,At Risk
13914,12,2,626.45,0,Potential Loyalists
13915,394,1,70.80000000000001,1,At Risk
13916,464,4,1275.81,1,At Risk
13917,50,2,272.04,0,Potential Loyalists
13918,50,2,1212.8400000000001,0,Potential Loyalists
13919,59,4,1360.68,0,Potential Loyalists
13920,432,4,1774.68,1,At Risk
13921,402,4,730.7,1,At Risk
13922,352,3,865.2,1,At Risk
13923,54,1,351.13,0,Potential Loyalists
13924,2,6,1838.8500000000001,0,Potential Loyalists
13925,93,4,678.25,0,Potential Loyalists
13926,23,1,223.85000000000002,0,Potential Loyalists
13927,75,2,708.26,0,Potential Loyalists
13928,11,4,464.57,0,Potential Loyalists
13929,169,11,3494.1,3,Loyal Customers
13930,58,2,337.34,0,Potential Loyalists
13931,96,11,5257.38,3,Loyal Customers
13932,295,1,307.4,1,At Risk
13933,109,2,608.7900000000001,0,Potential Loyalists
13934,264,1,922.1,0,Potential Loyalists
13935,597,3,6116.92,1,At Risk
13936,180,3,939.66,0,Potential Loyalists
13937,169,2,880.13,0,Potential Loyalists
13938,35,1,71.66,0,Potential Loyalists
13939,23,7,1560.96,0,Potential Loyalists
13940,17,4,839.14,0,Potential Loyalists
13941,22,15,11122.300000000001,3,Loyal Customers
13942,535,1,320.0,1,At Risk
13943,578,1,246.54,1,At Risk
13944,653,1,200.43,1,At Risk
13945,395,2,854.15,1,At Risk
13946,79,6,1876.23,0,Potential Loyalists
13947,65,1,90.6,0,Potential Loyalists
13948,361,4,548.76,1,At Risk
13949,3,6,2427.32,0,Potential Loyalists
13950,11,4,745.06,0,Potential Loyalists
13951,176,3,674.45,0,Potential Loyalists
13952,218,14,12823.521,3,Loyal Customers
13953,7,12,6640.68,3,Loyal Customers
13954,2,2,439.92,0,Potential Loyalists
13955,154,3,545.17,0,Potential Loyalists
13956,5,5,1026.42,0,Potential Loyalists
13957,418,3,458.25,1,At Risk
13958,380,8,4709.2300000000005,1,At Risk
13959,79,6,1076.18,0,Potential Loyalists
13960,21,2,230.22,0,Potential Loyalists
13961,392,1,538.4,1,At Risk
13962,22,3,362.8,0,Potential Loyalists
13963,308,17,3011.87,3,Loyal Customers
13964,387,2,438.9,1,At Risk
13965,477,3,996.61,1,At Risk
13966,435,1,390.86,1,At Risk
13967,146,2,166.3,0,Potential Loyalists
13968,423,1,123.66,1,At Risk
13969,7,35,13365.87,2,Champions
13970,386,2,846.55,1,At Risk
13971,19,14,4667.57,3,Loyal Customers
13972,71,2,190.25,0,Potential Loyalists
13973,287,1,264.7,1,At Risk
13974,49,2,677.72,0,Potential Loyalists
13975,31,12,5358.84,3,Loyal Customers
13976,207,4,1192.36,0,Potential Loyalists
13977,411,1,519.8100000000001,1,At Risk
13978,15,2,196.79000000000002,0,Potential Loyalists
13979,73,7,3416.23,0,Potential Loyalists
13980,60,5,799.92,0,Potential Loyalists
13981,416,1,331.14,1,At Risk
13982,39,9,4445.59,3,Loyal Customers
13983,30,21,7108.45,3,Loyal Customers
13984,27,12,2048.6,3,Loyal Customers
13985,4,22,10020.86,3,Loyal Customers
13986,17,1,320.46,0,Potential Loyalists
13987,380,2,682.54,1,At Risk
13988,20,8,4757.8,3,Loyal Customers
13989,66,5,2026.06,0,Potential Loyalists
13990,213,1,311.3,0,Potential Loyalists
13991,12,6,855.97,0,Potential Loyalists
13992,30,3,219.5,0,Potential Loyalists
13993,43,19,6775.71,3,Loyal Customers
13994,4,6,2313.14,0,Potential Loyalists
13995,15,14,3902.01,3,Loyal Customers
13996,386,2,895.76,1,At Risk
13997,519,3,382.31,1,At Risk
13998,447,3,566.7,1,At Risk
13999,10,29,9502.26,3,Loyal Customers
14000,211,5,2046.3400000000001,0,Potential Loyalists
14001,46,9,4530.09,3,Loyal Customers
14002,134,2,529.73,0,Potential Loyalists
14003,733,1,209.41,1,At Risk
14004,43,11,6258.45,3,Loyal Customers
14005,10,5,2874.72,0,Potential Loyalists
14006,116,7,2196.67,0,Potential Loyalists
14007,513,1,79.48,1,At Risk
14008,432,1,509.04,1,At Risk
14009,198,3,1099.91,0,Potential Loyalists
14010,565,2,445.15,1,At Risk
14011,480,2,457.82,1,At Risk
14012,278,1,328.8,1,At Risk
14013,110,5,1084.57,0,Potential Loyalists
14014,77,3,1948.21,0,Potential Loyalists
14015,53,1,917.34,0,Potential Loyalists
14016,162,11,11403.41,3,Loyal Customers
14017,571,1,229.75,1,At Risk
14018,645,1,367.15000000000003,1,At Risk
14019,47,3,1421.61,0,Potential Loyalists
14020,17,4,1249.01,0,Potential Loyalists
14021,155,7,1716.58,0,Potential Loyalists
14022,225,2,792.15,0,Potential Loyalists
14023,7,2,584.07,0,Potential Loyalists
14024,122,3,645.74,0,Potential Loyalists
14025,465,8,4057.9,1,At Risk
14026,471,2,713.11,1,At Risk
14027,61,1,104.82,0,Potential Loyalists
14028,550,3,10396.5,1,At Risk
14029,63,2,467.66,0,Potential Loyalists
14030,18,20,8262.29,3,Loyal Customers
14031,7,44,29730.420199999626,2,Champions
14032,2,16,4850.2699999999995,3,Loyal Customers
14033,555,1,109.44,1,At Risk
14034,22,3,651.8199999999999,0,Potential Loyalists
14035,29,9,2856.72,0,Potential Loyalists
14036,285,1,626.65,1,At Risk
14037,176,6,836.95,0,Potential Loyalists
14038,78,5,3069.88,0,Potential Loyalists
14039,33,2,267.28000000000003,0,Potential Loyalists
14040,41,35,12645.57,2,Champions
14041,266,1,141.41,0,Potential Loyalists
14042,725,1,431.98,1,At Risk
14043,491,2,304.25,1,At Risk
14044,27,10,3123.1,3,Loyal Customers
14045,109,16,11313.029999999999,3,Loyal Customers
14046,284,1,154.99,1,At Risk
14047,9,14,4255.03,3,Loyal Customers
14048,305,3,748.69,1,At Risk
14049,17,13,13239.03,3,Loyal Customers
14050,32,2,746.36,0,Potential Loyalists
14051,1,37,22434.0,2,Champions
14052,20,2,480.81,0,Potential Loyalists
14053,124,4,572.3,0,Potential Loyalists
14054,65,1,92.46,0,Potential Loyalists
14055,106,3,1520.96,0,Potential Loyalists
14056,1,23,8214.65,3,Loyal Customers
14057,24,22,8408.84,3,Loyal Customers
14058,463,2,469.19,1,At Risk
14059,267,1,183.6,0,Potential Loyalists
14060,5,30,9519.08,3,Loyal Customers
14061,507,3,917.4300000000001,1,At Risk
14062,10,24,25604.2,2,Champions
14063,438,9,22710.2,2,Champions
14064,29,15,3332.42,3,Loyal Customers
14065,389,3,891.02,1,At Risk
14066,267,1,152.55,0,Potential Loyalists
14067,64,2,374.7,0,Potential Loyalists
14068,320,4,1528.3700000000001,1,At Risk
14069,515,2,230.06,1,At Risk
14070,685,1,326.55,1,At Risk
14071,4,8,1438.82,0,Potential Loyalists
14072,667,1,390.85,1,At Risk
14073,32,1,151.04,0,Potential Loyalists
14074,623,1,219.39999999999998,1,At Risk
14075,5,6,1734.87,0,Potential Loyalists
14076,129,1,122.47,0,Potential Loyalists
14077,41,6,615.0799999999999,0,Potential Loyalists
14078,102,9,1692.6299999999999,0,Potential Loyalists
14079,125,2,618.73,0,Potential Loyalists
14080,33,5,1115.68,0,Potential Loyalists
14081,302,10,5370.1,3,Loyal Customers
14082,365,2,413.36,1,At Risk
14083,4,11,1407.26,0,Potential Loyalists
14084,512,1,150.5,1,At Risk
14085,2,33,10104.97,2,Champions
14086,463,1,39.95,1,At Risk
14087,3,3,846.22,0,Potential Loyalists
14088,10,16,29730.420199999626,2,Champions
14089,57,1,161.0,0,Potential Loyalists
14090,325,1,76.32000000000001,1,At Risk
14091,654,2,9530.08,1,At Risk
14092,8,24,7229.45,3,Loyal Customers
14093,12,1,442.85,0,Potential Loyalists
14094,440,1,335.22,1,At Risk
14095,723,1,2.95,1,At Risk
14096,4,17,29730.420199999626,2,Champions
14097,481,2,422.85999999999996,1,At Risk
14098,37,1,147.35,0,Potential Loyalists
14099,16,20,5765.71,3,Loyal Customers
14100,138,1,194.9,0,Potential Loyalists
14101,74,13,9961.93,3,Loyal Customers
14102,5,5,1360.28,0,Potential Loyalists
14104,155,5,771.5799999999999,0,Potential Loyalists
14105,239,5,5988.83,0,Potential Loyalists
14106,737,1,214.79999999999998,1,At Risk
14107,52,11,4877.3,3,Loyal Customers
14108,31,4,1044.96,0,Potential Loyalists
14109,73,1,144.2,0,Potential Loyalists
14110,4,33,12987.95,2,Champions
14111,14,4,692.85,0,Potential Loyalists
14112,23,13,5834.59,3,Loyal Customers
14113,4,16,7092.610000000001,3,Loyal Customers
14114,274,7,1364.09,0,Potential Loyalists
14115,502,2,622.6700000000001,1,At Risk
14116,20,5,1382.74,0,Potential Loyalists
14117,144,1,90.0,0,Potential Loyalists
14118,429,1,458.45,1,At Risk
14119,376,2,183.37,1,At Risk
14121,4,4,2780.15,0,Potential Loyalists
14122,406,3,362.42,1,At Risk
14123,733,1,436.18,1,At Risk
14124,84,1,419.58000000000004,0,Potential Loyalists
14125,11,3,2740.43,0,Potential Loyalists
14126,8,4,1172.46,0,Potential Loyalists
14127,123,6,1900.0800000000002,0,Potential Loyalists
14128,61,3,924.21,0,Potential Loyalists
14129,2,9,2591.34,0,Potential Loyalists
14130,319,4,1882.67,1,At Risk
14131,649,1,187.87,1,At Risk
14132,2,11,3586.0299999999997,3,Loyal Customers
14133,130,4,911.14,0,Potential Loyalists
14134,383,15,11123.35,3,Loyal Customers
14135,2,24,9643.92,3,Loyal Customers
14136,401,5,1570.81,1,At Risk
14137,696,1,332.7,1,At Risk
14138,2,2,982.3800000000001,0,Potential Loyalists
14139,46,4,1086.8,0,Potential Loyalists
14140,4,2,935.05,0,Potential Loyalists
14141,3,4,915.13,0,Potential Loyalists
14142,373,2,983.15,1,At Risk
14143,134,1,115.8,0,Potential Loyalists
14144,486,1,30.599999999999998,1,At Risk
14145,47,7,7600.05,3,Loyal Customers
14146,9,12,9450.3,3,Loyal Customers
14147,78,9,2590.2,0,Potential Loyalists
14148,234,2,466.29,0,Potential Loyalists
14149,221,1,446.62,0,Potential Loyalists
14150,36,2,658.64,0,Potential Loyalists
14151,673,2,679.45,1,At Risk
14152,75,7,1997.3400000000001,0,Potential Loyalists
14153,483,1,233.4,1,At Risk
14154,239,8,6460.7,3,Loyal Customers
14155,266,1,118.75,0,Potential Loyalists
14156,10,46,29730.420199999626,2,Champions
14157,20,5,1002.78,0,Potential Loyalists
14158,40,1,507.66,0,Potential Loyalists
14159,20,20,7938.01,3,Loyal Customers
14160,610,7,8421.47,1,At Risk
14161,216,7,3318.88,0,Potential Loyalists
14162,174,2,289.36,0,Potential Loyalists
14163,87,5,2594.62,0,Potential Loyalists
14164,71,2,1631.77,0,Potential Loyalists
14165,276,1,122.53999999999999,1,At Risk
14166,505,2,256.85,1,At Risk
14167,39,8,1296.49,0,Potential Loyalists
14168,421,2,370.45,1,At Risk
14169,431,2,624.4300000000001,1,At Risk
14170,375,3,597.33,1,At Risk
14171,98,2,498.79,0,Potential Loyalists
14172,605,3,402.72,1,At Risk
14173,11,6,586.0,0,Potential Loyalists
14174,33,1,134.46,0,Potential Loyalists
14175,60,8,7678.88,3,Loyal Customers
14176,297,5,916.01,1,At Risk
14177,86,13,2229.34,3,Loyal Customers
14178,9,7,1620.93,0,Potential Loyalists
14179,41,2,719.78,0,Potential Loyalists
14180,11,33,6319.25,3,Loyal Customers
14181,411,2,310.55,1,At Risk
14182,444,4,678.77,1,At Risk
14183,411,2,286.29,1,At Risk
14184,67,1,452.89,0,Potential Loyalists
14185,331,1,197.65,1,At Risk
14186,427,5,1550.63,1,At Risk
14187,474,1,123.5,1,At Risk
14188,31,6,2054.36,0,Potential Loyalists
14189,2,16,5814.39,3,Loyal Customers
14190,666,1,79.9,1,At Risk
14191,2,15,4817.66,3,Loyal Customers
14192,388,1,293.74,1,At Risk
14193,68,3,1210.19,0,Potential Loyalists
14194,5,36,18670.59,2,Champions
14195,202,6,2615.6,0,Potential Loyalists
14196,107,1,335.52,0,Potential Loyalists
14197,411,1,390.05,1,At Risk
14198,18,9,1569.73,0,Potential Loyalists
14199,218,4,1091.7,0,Potential Loyalists
14200,617,1,379.2,1,At Risk
14201,60,10,1193.54,0,Potential Loyalists
14202,381,3,847.76,1,At Risk
14203,397,1,339.34,1,At Risk
14204,2,4,1062.96,0,Potential Loyalists
14205,17,9,2414.2,0,Potential Loyalists
14206,239,3,1185.01,0,Potential Loyalists
14207,688,1,157.8,1,At Risk
14208,95,2,567.05,0,Potential Loyalists
14209,11,15,4993.27,3,Loyal Customers
14210,106,16,5861.52,3,Loyal Customers
14211,53,18,4402.29,3,Loyal Customers
14212,90,2,2190.14,0,Potential Loyalists
14213,405,1,1192.2,1,At Risk
14214,31,5,1004.38,0,Potential Loyalists
14215,12,9,3416.33,0,Potential Loyalists
14216,3,5,2150.04,0,Potential Loyalists
14217,2,23,3416.89,3,Loyal Customers
14218,43,1,169.48000000000002,0,Potential Loyalists
14219,4,3,633.83,0,Potential Loyalists
14220,247,4,1515.0,0,Potential Loyalists
14221,42,17,6517.49,3,Loyal Customers
14222,177,1,683.17,0,Potential Loyalists
14223,92,3,991.13,0,Potential Loyalists
14224,110,9,1897.9,0,Potential Loyalists
14225,435,4,2037.02,1,At Risk
14226,29,6,3002.53,0,Potential Loyalists
14227,26,15,6368.71,3,Loyal Customers
14228,438,3,745.5,1,At Risk
14229,52,7,2594.04,0,Potential Loyalists
14230,436,3,979.8000000000001,1,At Risk
14231,184,4,1235.6200000000001,0,Potential Loyalists
14232,43,5,2048.07,0,Potential Loyalists
14233,49,7,2904.27,0,Potential Loyalists
14234,22,4,775.46,0,Potential Loyalists
14235,75,9,4717.99,3,Loyal Customers
14236,81,5,1744.64,0,Potential Loyalists
14237,373,2,632.14,1,At Risk
14238,326,3,434.23,1,At Risk
14239,43,21,4263.17,3,Loyal Customers
14240,30,3,1247.49,0,Potential Loyalists
14241,184,2,333.70000000000005,0,Potential Loyalists
14242,235,2,280.55,0,Potential Loyalists
14243,9,17,7431.05,3,Loyal Customers
14244,661,1,366.41999999999996,1,At Risk
14245,220,2,1693.45,0,Potential Loyalists
14246,111,3,1474.06,0,Potential Loyalists
14247,278,5,772.66,0,Potential Loyalists
14248,318,3,1032.95,1,At Risk
14249,411,12,5625.461,1,At Risk
14250,7,3,1904.05,0,Potential Loyalists
14251,2,5,2879.7000000000003,0,Potential Loyalists
14252,381,1,350.99,1,At Risk
14253,493,2,363.40000000000003,1,At Risk
14254,433,1,601.03,1,At Risk
14255,546,1,1000.63,1,At Risk
14256,260,5,2473.9900000000002,0,Potential Loyalists
14257,64,9,5954.45,3,Loyal Customers
14258,9,25,29730.420199999626,2,Champions
14259,142,1,120.0,0,Potential Loyalists
14260,471,3,824.28,1,At Risk
14261,51,2,1163.45,0,Potential Loyalists
14262,8,8,2618.23,0,Potential Loyalists
14263,423,1,322.93,1,At Risk
14264,155,6,1517.3600000000001,0,Potential Loyalists
14265,109,4,1373.35,0,Potential Loyalists
14266,428,1,40.56,1,At Risk
14267,163,3,1516.24,0,Potential Loyalists
14268,471,1,354.85,1,At Risk
